date,price
2016-08-18,180.8
2016-08-19,182.42
2016-08-25,182.37
2016-09-02,182.25
2016-09-03,182.37
2016-09-07,181.59
2016-09-08,181.61
2016-09-14,181.6
2016-10-04,182.92
2016-10-05,183.02
2016-10-06,183.57
2016-10-12,183.99
2016-10-14,185.57
2016-10-17,185.99
2016-10-18,185.96
2016-10-20,186.52
2016-10-21,185.96
2016-10-24,186.34
2016-10-28,186.47
2016-10-31,187.98
2016-11-01,188.51
2016-11-02,187.96
2016-11-03,186.16
2016-11-04,186.12
2016-11-14,185.12
2016-11-16,184.56
2016-11-17,184.23
2016-11-18,184.12
2016-11-22,184.08
2016-12-03,184.92
2016-12-05,187.04
2016-12-14,188.64
2016-12-15,188.73
2016-12-16,189.43
2016-12-19,189.0
2016-12-21,189.65
2016-12-22,189.66
2016-12-23,190.05
2016-12-27,190.63
2016-12-30,190.43
2016-12-31,191.18
2017-01-01,193.1
2017-01-02,194.46
2017-01-03,193.11
2017-01-04,194.04
2017-01-15,194.01
2017-01-17,194.07
2017-01-24,194.79
2017-01-30,194.63
2017-02-09,195.02
2017-02-10,195.22
2017-02-14,195.65
2017-02-27,193.98
2017-02-28,193.07
2017-03-07,192.42
2017-03-08,191.09
2017-03-20,190.57
2017-03-21,189.38
2017-03-22,189.02
2017-03-23,189.09
2017-03-24,189.86
2017-03-27,189.89
2017-03-28,190.45
2017-03-30,190.6
2017-03-31,190.39
2017-04-03,190.91
2017-04-05,191.78
2017-04-06,191.86
2017-04-07,192.48
2017-04-26,191.8
2017-04-27,188.97
2017-04-28,188.84
2017-05-02,187.9
2017-05-03,186.94
2017-05-04,186.63
2017-05-05,185.77
2017-05-09,185.68
2017-05-10,185.77
2017-05-19,185.46
2017-05-22,184.36
2017-05-23,183.71
2017-05-25,183.67
2017-05-26,183.4
2017-05-28,182.64
2017-05-29,182.43
2017-06-02,182.37
2017-06-06,181.43
2017-06-07,180.88
2017-06-10,180.09
2017-06-12,179.86
2017-06-13,179.07
2017-06-15,176.95
2017-06-16,176.31
2017-06-19,176.27
2017-06-20,176.25
2017-06-24,177.39
2017-06-26,177.83
2017-07-04,177.87
2017-07-05,178.29
2017-07-06,178.67
2017-07-07,178.65
2017-07-11,180.55
2017-07-12,181.47
2017-07-13,181.75
2017-07-14,182.14
2017-07-15,181.99
2017-07-17,182.58
2017-07-26,184.39
2017-07-28,185.61
2017-07-29,185.6
2017-08-08,186.92
2017-08-09,187.03
2017-08-10,187.04
2017-08-15,187.84
2017-08-18,187.83
2017-08-31,187.79
2017-09-01,187.87
2017-09-05,188.61
2017-09-06,188.76
2017-09-07,188.71
2017-09-09,188.72
2017-09-11,190.79
2017-09-13,190.92
2017-09-15,191.3
2017-09-18,191.29
2017-10-06,191.23
2017-10-09,191.24
2017-10-11,191.96
2017-10-12,191.34
2017-10-18,191.37
2017-10-20,190.85
2017-10-24,191.0
2017-10-25,191.7
2017-11-08,196.39
2017-11-09,196.31
2017-11-10,196.37
2017-11-13,196.38
2017-11-14,196.45
2017-11-15,196.48
2017-11-16,196.58
2017-11-18,196.61
2017-11-20,196.62
2017-11-29,196.68
2017-12-01,196.83
2017-12-06,196.75
2017-12-19,196.76
2018-01-01,203.66
2018-01-02,203.39
2018-01-03,203.41
2018-01-05,203.5
2018-01-09,203.46
2018-01-10,203.53
2018-01-11,203.66
2018-01-12,203.74
2018-01-13,203.86
2018-01-15,204.21
2018-01-16,204.19
2018-01-17,204.21
2018-01-18,201.37
2018-01-19,201.06
2018-01-25,203.15
2018-01-29,204.71
2018-01-30,204.72
2018-02-01,204.8
2018-02-02,204.73
2018-02-21,204.55
2018-03-21,204.53
2018-03-29,204.49
2018-04-06,204.5
2018-04-10,205.44
2018-04-11,206.03
2018-04-12,206.11
2018-04-17,206.12
2018-04-18,207.33
2018-04-19,207.76
2018-04-20,207.99
2018-04-23,208.03
2018-04-24,209.36
2018-04-27,209.51
2018-04-30,209.95
2018-05-02,209.9
2018-05-07,210.66
2018-05-08,211.87
2018-05-16,213.02
2018-05-17,214.82
2018-05-18,215.6
2018-05-19,216.16
2018-05-22,216.83
2018-05-23,217.95
2018-05-24,219.43
2018-05-25,219.32
2018-05-28,219.33
2018-06-05,218.53
2018-08-21,218.52
2018-08-23,219.1
2018-08-27,219.48
2018-08-28,219.28
2018-08-29,219.15
2018-08-30,218.99
2018-09-06,221.83
2018-09-12,221.84
2018-09-13,223.54
2018-09-14,224.26
2018-09-17,224.27
2018-09-20,224.26
2018-10-01,225.11
2018-10-02,227.1
2018-10-03,228.1
2018-10-04,228.09
2018-10-05,227.22
2018-10-08,227.2
2018-10-10,231.1
2018-10-11,231.13
2018-10-15,231.12
2018-11-02,231.16
2018-11-09,230.41
2018-11-10,229.85
2018-11-12,229.39
2018-11-16,229.23
2018-11-21,227.21
2018-11-22,226.07
2018-11-23,225.87
2018-11-24,225.79
2018-11-26,225.77
2018-11-27,224.68
2018-11-28,224.41
2018-11-29,223.77
2018-11-30,223.42
2018-12-04,223.42
2018-12-05,223.41
2018-12-06,223.38
2018-12-07,223.38
2018-12-22,223.4
2019-01-02,223.98
2019-01-03,224.0
2019-01-04,222.42
2019-01-05,221.15
2019-01-06,221.17
2019-01-07,221.09
2019-01-11,221.65
2019-01-15,221.63
2019-01-18,221.07
2019-01-21,222.3
2019-01-25,221.42
2019-01-28,221.09
2019-01-29,220.71
2019-01-30,220.72
2019-01-31,221.45
2019-02-04,221.73
